id,title,hotelstars,timezone,price,duration,climate,country,countryId,temperatura,landscape,type,transport,cluster
0,Hotel Istion Club & Spa,0.75,0.6428571428571428,0.18850987432675048,0.14285714285714285,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.125,0.0,1.0,6
1,Hotel Aristoteles Holiday Resort & Spa,0.5,0.6428571428571428,0.1561938958707361,0.2857142857142857,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.125,0.0,1.0,13
2,Hotel Azure Resort & Spa,0.75,0.6428571428571428,0.1903052064631957,0.35714285714285715,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.125,0.0,1.0,6
3,Hotel Kakkos Beach,0.75,0.6428571428571428,0.2845601436265709,0.42857142857142855,Śródziemnomorski,Grecja,0.4375,0.47619047619047605,0.125,0.0,1.0,6
4,Hotel Odysee Resort,0.5,0.5714285714285714,0.1858168761220826,0.42857142857142855,Śródziemnomorski,Tunezja,0.65625,0.5714285714285714,0.125,0.0,1.0,13
5,Hotel Occidental Cala Viñas,0.5,0.5714285714285714,0.22531418312387794,0.42857142857142855,Kontynentalny,Hiszpania,0.40625,0.5238095238095237,0.125,0.0,1.0,13
6,Hotel Gala Tenerife,0.5,0.5714285714285714,0.210951526032316,0.14285714285714285,Kontynentalny,Hiszpania,0.40625,0.5238095238095237,0.125,0.0,1.0,11
7,Hotel Sheraton Fuerteventura Beach,0.75,0.5714285714285714,0.3114901256732496,0.42857142857142855,Kontynentalny,Hiszpania,0.40625,0.5238095238095237,0.125,0.0,1.0,6
8,Hotel Barceló Santiago,0.5,0.5714285714285714,0.24147217235188514,0.14285714285714285,Kontynentalny,Hiszpania,0.40625,0.5238095238095237,0.125,0.0,1.0,11
9,Hotel Salalah Rotana Resort,0.75,0.7857142857142857,0.38330341113105926,0.42857142857142855,Kontynentalny,Oman,0.78125,0.6666666666666665,0.125,0.0,1.0,12
10,Anitas Beach,0.25,0.7142857142857143,0.173967684021544,0.42857142857142855,Kontynentalny,Turcja,0.46875,0.47619047619047605,0.125,0.0,1.0,13
11,Hotel Alvin Comfort,0.5,0.5714285714285714,0.1400359066427289,0.42857142857142855,Śródziemnomorski,Albania,0.5,0.38095238095238093,0.125,0.0,1.0,13
12,Hotel Astera & Spa,0.5,0.6428571428571428,0.07181328545780971,0.42857142857142855,Kontynentalny,Bułgaria,0.25,0.4285714285714284,0.125,0.0,1.0,11
13,Apartments Polynesia Plava Laguna,0.25,0.5714285714285714,0.10771992818671455,0.2857142857142857,Śródziemnomorski,Chorwacja,0.34375,0.4285714285714284,0.125,0.0,1.0,11
14,Apartments Danex Aida,0.5,0.5714285714285714,0.10861759425493717,0.2857142857142857,Śródziemnomorski,Chorwacja,0.34375,0.4285714285714284,0.125,0.0,1.0,11
15,Hotel Coral Beach & Resort,0.75,0.6428571428571428,0.28276481149012567,0.42857142857142855,Śródziemnomorski,Cypr,0.53125,0.5238095238095237,0.125,0.0,1.0,6
